-Cp        Points_0        Points_1        Points_2
-0.017982        27        -1.20074        0
-0.0180224        27        -1.20725        0
-0.0177805        27        -1.21359        0
-0.0172162        27        -1.21979        0
-0.0168932        27        -1.22584        0
-0.0163825        27        -1.23174        0
-0.0158987        27        -1.2375        0
-0.0155763        27        -1.24312        0
-0.0150925        27        -1.24861        0
-0.0143533        27        -1.25396        0
-0.0142325        27        -1.25919        0
-0.0147967        27        -1.26429        0
-0.0147967        27        -1.26927        0
-0.0144471        27        -1.27412        0
-0.0141652        27        -1.27887        0
-0.0134933        27        -1.28349        0
-0.0131168        27        -1.28801        0
-0.0129021        27        -1.29242        0
-0.0128213        27        -1.29672        0
-0.0128079        27        -1.30092        0
-0.0122164        27        -1.30502        0
-0.0119748        27        -1.30902        0
-0.0120821        27        -1.31292        0
-0.0116787        27        -1.31673        0
-0.0113564        27        -1.32045        0
-0.0108591        27        -1.32408        0
-0.0105499        27        -1.32762        0
-0.0100929        27        -1.33107        0
-0.00952868        27        -1.33445        0
-0.00911214        27        -1.33774        0
-0.00882953        27        -1.34095        0
-0.00861484        27        -1.34409        0
-0.00834601        27        -1.34715        0
-0.00865522        27        -1.35014        0
-0.00869527        27        -1.35305        0
-0.00857447        27        -1.3559        0
-0.00861484        27        -1.35868        0
-0.00858793        27        -1.36139        0
-0.00850718        27        -1.36403        0
-0.00838606        27        -1.36661        0
-0.00826526        27        -1.36913        0
-0.00790223        27        -1.37159        0
-0.00774105        27        -1.37399        0
-0.00737802        27        -1.37633        0
-0.00714988        27        -1.37862        0
-0.00747222        27        -1.38085        0
-0.00745876        27        -1.38303        0
-0.00759334        27        -1.38515        0
-0.00772792        27        -1.38723        0
-0.00748568        27        -1.38925        0
-0.00745876        27        -1.39123        0
-0.00696147        27        -1.39315        0
-0.00682721        27        -1.39504        0
-0.00657184        27        -1.39687        0
-0.00641067        27        -1.39867        0
-0.00599412        27        -1.40041        0
-0.00571183        27        -1.40212        0
-0.00577912        27        -1.40379        0
-0.00563108        27        -1.40542        0
-0.00510687        27        -1.407        0
-0.00493224        27        -1.40855        0
-0.00477107        27        -1.41006        0
-0.0045157        27        -1.41154        0
-0.00434107        27        -1.41298        0
-0.00426032        27        -1.41439        0
-0.00409915        27        -1.41576        0
-0.00393798        27        -1.4171        0
-0.00353457        27        -1.4184        0
-0.00330611        27        -1.41968        0
-0.00305073        27        -1.42092        0
-0.00255344        27        -1.42214        0
-0.00266078        27        -1.42332        0
-0.00248647        27        -1.42448        0
-0.00229806        27        -1.42561        0
-0.00224423        27        -1.42671        0
-0.00174694        27        -1.42779        0
-0.00161268        27        -1.42884        0
-0.00146497        27        -1.42986        0
-0.00120927        27        -1.43086        0
-0.00122273        27        -1.43186        0
-0.00108879        27        -1.43289        0
-0.00138422        27        -1.43394        0
-0.00167997        27        -1.43501        0
-0.0013573        27        -1.43611        0
-0.00119581        27        -1.43724        0
-0.0015188        27        -1.4384        0
-0.00170688        27        -1.43959        0
-0.00174694        27        -1.4408        0
-0.00182768        27        -1.44205        0
