-Cp    Points_0    Points_1    Points_2
-0.0206294    27    -1.54499    0
-0.0206832    27    -1.5488    0
-0.0206162    27    -1.55271    0
-0.0206697    27    -1.55671    0
-0.0206024    27    -1.5608    0
-0.0206428    27    -1.565    0
-0.0205758    27    -1.56931    0
-0.0206294    27    -1.57371    0
-0.0205621    27    -1.57823    0
-0.0206294    27    -1.58286    0
-0.0205489    27    -1.5876    0
-0.0206024    27    -1.59246    0
-0.0205355    27    -1.59744    0
-0.0206028    27    -1.60254    0
-0.020522    27    -1.60776    0
-0.0205755    27    -1.61312    0
-0.0204951    27    -1.6186    0
-0.0205624    27    -1.62423    0
-0.0204685    27    -1.62999    0
